#========================================================================================================																													
#	Gmacs	Main	Data	File	Version	1.1:	BBRKC	Example																					
#	GEAR_INDEX	DESCRIPTION																											
#	1	:	Pot	fishery	retained	catch.																							
#	1	:	Pot	fishery	with	discarded	catch.																						
#	2	:	Trawl	bycatch																									
#	3	:	Trawl	survey																									
#	Fisheries:	1	Pot	"Fishery,"	2	Pot	"Discard,"	3	Trawl	"by-catch,"	4	Tanner bycatch 5 fixed gear																	
#	Surveys:	6	NMFS	Trawl	"Survey,"	7	BSFRF	Survey																					
#========================================================================================================																													
1982	# Start	year																											
2024	# End	year																											
3	# Number of seasons																												
4	# Number of fleets (fishing fleets and surveys)																												
2	# Number of sexes																												
1	# Number of shell condition types																												
2	# Number of maturity types																												
22	# Number of size-classes in the	model																											
3	# Season recruitment occurs																												
3	# Season molting and growth occurs																												
3	# Season to calculate SSB																												
1	# Season for N output																												
# maximum size-class (males then females)																													
22 22																													
#	size_breaks (a	vector	giving	the	break	points	between	size	"intervals,"	dim=nclass+1)																			
25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135							
#	Natural	mortality	per	season	input	type	(1	=	vector	by	"season,"	2	=	matrix	by	season/year)													
1																													
#	Proportion of the total	natural	mortality to be	applied	each	season																							
#0.625 0.00 0.375																													
0.62 0.01 0.37																													
# Fishing fleet	names (delimited with spaces; no spaces in names)																												
Pot_Fishery Trawl_Bycatch																													
# Survey names (delimited with spaces; no spaces in names)																													
NMFS_Trawl_1982 NMFS_Trawl_1989																													
# Are the seasons instantaneous (0) or continuous (1)																													
1 1 1																													
# Input catch data format (0: old; 1:new)																													
0																													
# Number of catch data frames																													
4																													
# Number of rows in each data frame																													
41	41	41	43																										
##		##																											
##	CATCH	DATA																											
##	Type of	"catch: 1 = retained, 2"	"= discard, 0 ="	total																									
##	Units of catch:	"1 = biomass, 2 = numbers"																											
##	for snow Units	are in 1000 mt	for landed & discards.																										
##		##																											
##	Male	retained	pot	fishery	(tonnes)																								
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																			
2013	2	1	1	24.48638666		0.04	1	1	1	0	0.3																			
2014	2	1	1	30.81776033		0.04	1	1	1	0	0.3																			
2015	2	1	1	18.42102701		0.04	1	1	1	0	0.3																			
2016	2	1	1	9.784394477		0.04	1	1	1	0	0.3																			
2017	2	1	1	8.601679645		0.04	1	1	1	0	0.3																			
2018	2	1	1	12.50927085		0.04	1	1	1	0	0.3																			
2019	2	1	1	15.43326504		0.04	1	1	1	0	0.3																			
2020	2	1	1	20.41217977		0.04	1	1	1	0	0.3																			
2021	2	1	1	2.516636371		0.04	1	1	1	0	0.3	
2024	2	1	1	2.145273		0.04	1	1	1	0	0.3																			
##	Male	discard	pot	fishery																									
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																			
1982	2	1	1	1.2665			0.07	2	1	1	0	0.3																	
1983	2	1	1	1.23826			0.07	2	1	1	0	0.3																	
1984	2	1	1	2.75873			0.07	2	1	1	0	0.3																	
1985	2	1	1	4.01467			0.07	2	1	1	0	0.3																	
1986	2	1	1	4.24531			0.07	2	1	1	0	0.3																	
1987	2	1	1	5.52241			0.07	2	1	1	0	0.3																	
1988	2	1	1	5.81669			0.07	2	1	1	0	0.3																	
1989	2	1	1	6.68474			0.07	2	1	1	0	0.3																	
1990	2	1	1	35.55			0.07	2	1	1	0	0.3																	
1991	2	1	1	9.03			0.07	2	1	1	0	0.3																			
1992	2	1	1	21.18			0.07	2	1	1	0	0.3																			
1993	2	1	1	22.27			0.07	2	1	1	0	0.3																		
1994	2	1	1	7.78			0.07	2	1	1	0	0.3																			
1995	2	1	1	14.73			0.07	2	1	1	0	0.3																			
1996	2	1	1	23.23			0.07	2	1	1	0	0.3																		
1997	2	1	1	7.10			0.07	2	1	1	0	0.3																			
1998	2	1	1	19.50			0.07	2	1	1	0	0.3																			
1999	2	1	1	4.13			0.07	2	1	1	0	0.3																		
2000	2	1	1	3.25			0.07	2	1	1	0	0.3																			
2001	2	1	1	3.98			0.07	2	1	1	0	0.3																			
2002	2	1	1	4.50			0.07	2	1	1	0	0.3																		
2003	2	1	1	2.40			0.07	2	1	1	0	0.3																			
2004	2	1	1	3.58			0.07	2	1	1	0	0.3																		
2005	2	1	1	0.62			0.07	2	1	1	0	0.3																			
2006	2	1	1	4.17			0.07	2	1	1	0	0.3																			
2007	2	1	1	5.77			0.07	2	1	1	0	0.3																			
2008	2	1	1	5.11			0.07	2	1	1	0	0.3																			
2009	2	1	1	4.28			0.07	2	1	1	0	0.3																			
2010	2	1	1	4.47			0.07	2	1	1	0	0.3																			
2011	2	1	1	3.73			0.07	2	1	1	0	0.3																			
2012	2	1	1	5.53			0.07	2	1	1	0	0.3																			
2013	2	1	1	10.61			0.07	2	1	1	0	0.3																			
2014	2	1	1	11.62			0.07	2	1	1	0	0.3																			
2015	2	1	1	10.90			0.07	2	1	1	0	0.3																			
2016	2	1	1	4.51			0.07	2	1	1	0	0.3																			
2017	2	1	1	5.88			0.07	2	1	1	0	0.3																		
2018	2	1	1	8.63			0.07	2	1	1	0	0.3																			
2019	2	1	1	15.61			0.07	2	1	1	0	0.3																			
2020	2	1	1	6.12			0.07	2	1	1	0	0.3																		
2021	2	1	1	1.68			0.07	2	1	1	0	0.3	
2024	2	1	1	0.66			0.07	2	1	1	0	0.3																			
##	Female	discard																											
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																			
1982	2	1	2	0.015556	0.07	2	1	1	0	0.3																			
1983	2	1	2	0.0108887	0.07	2	1	1	0	0.3																			
1984	2	1	2	0.010782	0.07	2	1	1	0	0.3																			
1985	2	1	2	0.0108527	0.07	2	1	1	0	0.3																			
1986	2	1	2	0.0239127	0.07	2	1	1	0	0.3																			
1987	2	1	2	0.0345783	0.07	2	1	1	0	0.3																			
1988	2	1	2	0.0367518	0.07	2	1	1	0	0.3																			
1989	2	1	2	0.0477847	0.07	2	1	1	0	0.3																			
1990	2	1	2	1.522659659	0.07	2	1	1	0	0.3																			
1991	2	1	2	0.199924588	 0.07	2	1	1	0	0.3																				
1992	2	1	2	0.278295622	 0.07	2	1	1	0	0.3																				
1993	2	1	2	0.115559031	 0.07	2	1	1	0	0.3																				
1994	2	1	2	0.078126188	 0.07	2	1	1	0	0.3																				
1995	2	1	2	0.021310662	 0.07	2	1	1	0	0.3																				
1996	2	1	2	0.10057367	 0.07	2	1	1	0	0.3																				
1997	2	1	2	0.09901387	 0.07	2	1	1	0	0.3																				
1998	2	1	2	0.007600419	 0.07	2	1	1	0	0.3																				
1999	2	1	2	0.008020506	 0.07	2	1	1	0	0.3																				
2000	2	1	2	0.000918842	 0.07	2	1	1	0	0.3																				
2001	2	1	2	0.015991369	 0.07	2	1	1	0	0.3																				
2002	2	1	2	0.001835884	 0.07	2	1	1	0	0.3																				
2003	2	1	2	0.000821389	 0.07	2	1	1	0	0.3																				
2004	2	1	2	0.00147843	 0.07	2	1	1	0	0.3																				
2005	2	1	2	0.003533722	 0.07	2	1	1	0	0.3																				
2006	2	1	2	0.001249455	 0.07	2	1	1	0	0.3																				
2007	2	1	2	0.018368231	 0.07	2	1	1	0	0.3																				
2008	2	1	2	0.017389797	 0.07	2	1	1	0	0.3																				
2009	2	1	2	0.012412382	 0.07	2	1	1	0	0.3																				
2010	2	1	2	0.01004964	 0.07	2	1	1	0	0.3																				
2011	2	1	2	0.190936	 0.07	2	1	1	0	0.3																				
2012	2	1	2	0.057137805	 0.07	2	1	1	0	0.3																				
2013	2	1	2	0.115653821	 0.07	2	1	1	0	0.3																				
2014	2	1	2	0.298941804	 0.07	2	1	1	0	0.3																				
2015	2	1	2	0.11499731	 0.07	2	1	1	0	0.3																				
2016	2	1	2	0.033232091	 0.07	2	1	1	0	0.3																				
2017	2	1	2	0.028011304	 0.07	2	1	1	0	0.3																				
2018	2	1	2	0.022189316	 0.07	2	1	1	0	0.3																				
2019	2	1	2	0.021413292	 0.07	2	1	1	0	0.3																				
2020	2	1	2	0.00078163	 0.07	2	1	1	0	0.3																				
2021	2	1	2	0.0000419	 0.07	2	1	1	0	0.3	
2024	2	1	2	0.0000196	 0.07	2	1	1	0	0.3																			
##	Bycatch	from all 																											
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																			
1982	2	2	0	0.367285		0.2	2	1	1	0	1																		
1983	2	2	0	0.473323		0.2	2	1	1	0	1																		
1984	2	2	0	0.502882		0.2	2	1	1	0	1																		
1985	2	2	0	0.431674		0.2	2	1	1	0	1																		
1986	2	2	0	0.00005			0.2	2	1	1	0	1																		
1987	2	2	0	0.002804		0.2	2	1	1	0	1																		
1988	2	2	0	0.001931		0.2	2	1	1	0	1																		
1989	2	2	0	0.100212		0.2	2	1	1	0	1																		
1990	2	2	0	0.331630343		0.1	2	1	1	0	1																		
1991	2	2	0	4.451176265		0.1	2	1	1	0	1																		
1992	2	2	0	2.049938732		0.1	2	1	1	0	1																		
1993	2	2	0	1.125987569		0.1	2	1	1	0	1																		
1994	2	2	0	0.699352965		0.1	2	1	1	0	1																		
1995	2	2	0	1.043959969		0.1	2	1	1	0	1																		
1996	2	2	0	1.223472723		0.1	2	1	1	0	1																		
1997	2	2	0	0.726482693		0.1	2	1	1	0	1																		
1998	2	2	0	0.578718859		0.1	2	1	1	0	1																		
1999	2	2	0	0.242207695		0.1	2	1	1	0	1																		
2000	2	2	0	0.247224608		0.1	2	1	1	0	1																		
2001	2	2	0	0.181282184		0.1	2	1	1	0	1																		
2002	2	2	0	0.10454385		0.1	2	1	1	0	1																		
2003	2	2	0	0.136309778		0.1	2	1	1	0	1																		
2004	2	2	0	0.179525634		0.1	2	1	1	0	1																		
2005	2	2	0	0.18869077		0.1	2	1	1	0	1																			
2006	2	2	0	0.363288907		0.1	2	1	1	0	1																			
2007	2	2	0	0.30606164		0.1	2	1	1	0	1																			
2008	2	2	0	0.189057311		0.1	2	1	1	0	1																			
2009	2	2	0	0.388752609		0.1	2	1	1	0	1																			
2010	2	2	0	0.138071251		0.1	2	1	1	0	1																			
2011	2	2	0	0.139625567		0.1	2	1	1	0	1																			
2012	2	2	0	0.150424948		0.1	2	1	1	0	1																			
2013	2	2	0	0.162110559		0.1	2	1	1	0	1																			
2014	2	2	0	0.617397153		0.1	2	1	1	0	1																			
2015	2	2	0	1.581878693		0.1	2	1	1	0	1																			
2016	2	2	0	0.035073852		0.1	2	1	1	0	1																			
2017	2	2	0	0.101232616		0.1	2	1	1	0	1																			
2018	2	2	0	0.401392627		0.1	2	1	1	0	1																			
2019	2	2	0	0.210518829		0.1	2	1	1	0	1																			
2020	2	2	0	0.19323263		0.1	2	1	1	0	1																			
2021	2	2	0	0.129530782		0.1	2	1	1	0	1																			
2022	2	2	0	0.060399579		0.1	2	1	1	0	1																		
2023	2	2	0	0.10723814		0.1	2	1	1	0	1
2024	2	2	0	0.092467764		0.1	2	1	1	0	1																			
##	RELATIVE	ABUNDANCE	DATA																										
# Input abundance data format (0: old; 1:new)																													
0																													
##	Number	of	relative	abundance	indicies																								
4																													
# Index Type  (1=Selecivity; 2=retention)																													
1 1 1 1																													
##	Number	of	rows of index data																										
86																													
##	Survey	data																											
##  Mature: 1=mature; 2=immature; 0=combined																													
##  Index: indicates if a different q is estimated for the survey																													
##	Units:	of	Abundance:	1	=	"biomass,"	2	=	numbers		(Units for snow crab are in 1000 mt.)																		
#Index Year	Season	Fleet	Sex Mature	Obs		CV		Units	Timing	RAI																			
1	1982	1		3		2		1	141.49		0.158	1		0   1																
1	1983	1		3		2		1	82.18		0.203	1		0	1															
1	1984	1		3		2		1	39.37		0.200	1		0	1															
1	1985	1		3		2		1	5.89		0.215	1		0	1															
1	1986	1		3		2		1	15.17		0.209	1		0	1															
1	1987	1		3		2		1	119.55		0.189	1		0	1															
1	1988	1		3		2		1	165.62		0.177	1		0	1															
2	1989	1		4		2		1	256.73		0.324	1		0	2															
2	1990	1		4		2		1	174.94		0.210	1		0	2															
2	1991	1		4		2		1	199.02		0.243	1		0	2															
2	1992	1		4		2		1	123.48		0.202	1		0	2															
2	1993	1		4		2		1	127.08		0.166	1		0	2															
2	1994	1		4		2		1	122.60		0.140	1		0	2															
2	1995	1		4		2		1	164.96		0.136	1		0	2															
2	1996	1		4		2		1	104.43		0.151	1		0	2															
2	1997	1		4		2		1	101.39		0.197	1		0	2															
2	1998	1		4		2		1	70.18		0.280	1		0	2															
2	1999	1		4		2		1	29.85		0.238	1		0	2															
2	2000	1		4		2		1	93.88		0.539	1		0	2															
2	2001	1		4		2		1	74.84		0.297	1		0	2															
2	2002	1		4		2		1	29.51		0.319	1		0	2															
2	2003	1		4		2		1	38.76		0.406	1		0	2															
2	2004	1		4		2		1	47.74		0.280	1		0	2															
2	2005	1		4		2		1	62.60		0.223	1		0	2															
2	2006	1		4		2		1	50.59		0.204	1		0	2															
2	2007	1		4		2		1	54.45		0.324	1		0	2															
2	2008	1		4		2		1	49.35		0.235	1		0	2															
2	2009	1		4		2		1	50.00		0.231	1		0	2															
2	2010	1		4		2		1	94.96		0.184	1		0	2															
2	2011	1		4		2		1	169.12		0.192	1		0	2															
2	2012	1		4		2		1	143.25		0.235	1		0	2															
2	2013	1		4		2		1	125.67		0.207	1		0	2															
2	2014	1		4		2		1	111.36		0.214	1		0	2															
2	2015	1		4		2		1	81.63		0.183	1		0	2															
2	2016	1		4		2		1	53.12		0.206	1		0	2															
2	2017	1		4		2		1	105.88		0.219	1		0	2															
2	2018	1		4		2		1	165.45		0.200	1		0	2															
2	2019	1		4		2		1	109.23		0.197	1		0	2															
2	2021	1		4		2		1	30.54		0.443	1		0	2															
2	2022	1		4		2		1	21.43		0.345	1		0	2															
2	2023	1		4		2		1	15.30		0.274	1		0	2															
2	2024	1		4		2		1	41.90		0.229	1		0       2
2	2025	1		4		2		1	147.34		0.172	1		0	2															
3	1982	1		3		1		1	168.20		0.138	1		0	3															
3	1983	1		3		1		1	144.36		0.126	1		0	3															
3	1984	1		3		1		1	164.14		0.118	1		0	3															
3	1985	1		3		1		1	69.06		0.106	1		0	3															
3	1986	1		3		1		1	84.57		0.112	1		0	3															
3	1987	1		3		1		1	181.77		0.107	1		0	3															
3	1988	1		3		1		1	245.98		0.149	1		0	3															
4	1989	1		4		1		1	270.56		0.107	1		0	4															
4	1990	1		4		1		1	361.65		0.139	1		0	4															
4	1991	1		4		1		1	392.09		0.147	1		0	4															
4	1992	1		4		1		1	222.03		0.094	1		0	4															
4	1993	1		4		1		1	212.60		0.105	1		0	4															
4	1994	1		4		1		1	139.25		0.084	1		0	4															
4	1995	1		4		1		1	202.57		0.127	1		0	4															
4	1996	1		4		1		1	266.43		0.125	1		0	4															
4	1997	1		4		1		1	278.11		0.095	1		0	4															
4	1998	1		4		1		1	198.21		0.090	1		0	4															
4	1999	1		4		1		1	90.27		0.090	1		0	4															
4	2000	1		4		1		1	87.77		0.136	1		0	4															
4	2001	1		4		1		1	115.74		0.116	1		0	4															
4	2002	1		4		1		1	83.43		0.227	1		0	4															
4	2003	1		4		1		1	60.63		0.119	1		0	4															
4	2004	1		4		1		1	71.44		0.138	1		0	4															
4	2005	1		4		1		1	123.85		0.113	1		0	4															
4	2006	1		4		1		1	137.19		0.260	1		0	4															
4	2007	1		4		1		1	147.65		0.147	1		0	4															
4	2008	1		4		1		1	121.52		0.102	1		0	4															
4	2009	1		4		1		1	132.62		0.128	1		0	4															
4	2010	1		4		1		1	155.89		0.122	1		0	4															
4	2011	1		4		1		1	166.40		0.114	1		0	4															
4	2012	1		4		1		1	118.29		0.119	1		0	4															
4	2013	1		4		1		1	92.59		0.118	1		0	4															
4	2014	1		4		1		1	153.97		0.164	1		0	4															
4	2015	1		4		1		1	76.70		0.118	1		0	4															
4	2016	1		4		1		1	57.70		0.108	1		0	4															
4	2017	1		4		1		1	82.02		0.131	1		0	4															
4	2018	1		4		1		1	228.85		0.170	1		0	4															
4	2019	1		4		1		1	200.32		0.172	1		0	4															
4	2021	1		4		1		1	57.90		0.134	1		0	4															
4	2022	1		4		1		1	35.12		0.149	1		0	4															
4	2023	1		4		1		1	24.22		0.127	1		0	4															
4	2024	1		4		1		1	57.29		0.122	1		0	4
4	2025	1		4		1		1	116.50		0.147	1		0	4	
999 #chk      <-NEW as of version 2.20.29												
# Input abundance data format (0: old; 1:new)							#																						
0																													
## Number of length frequency matrices	 																												
13																													
## Number of rows in each matrix																													
41	31	31	34	34	7	36	7	36	7	36	7	36																	
##	Number	of	bins	in	each	matrix	(columns	of	size	data)																			
22	22	22	22	22	22	22	22	22	22	22	22	22																	
##	SIZE COMPOSITION DATA FOR ALL FLEETS																												
##	SIZE	COMP	LEGEND																										
##	Sex: 1	"= male,"	"2 = female, 0"	#NAME?																									
##	Type of	composition: 1	"= retained, 2 ="	"discard, 0 = total composition"																									
##	Maturity	state:	1	=	"mature,"	2	=	"immature,"	0	=	both	states	combined																
##	Shell	condition:	1	=	new	"shell,"	2	=	old	"shell,"	0	=	both	shell	types	combined													
##		##																											
#Retained	males																												
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5																					
1982	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000194628	0.000389257	0.000973141	0.003697937	0.01985206	0.1329311	0.3435186	0.2763725	0.1405216	0.05663681	0.01848965	0.004865703	0.001557026
1983	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0.000238284	0.00039714	0.00127085	0.00833996	0.0518665	0.1884829	0.2749805	0.2584595	0.1475775	0.05409058	0.01199365	0.002303416
1984	2	1	1	1	0	0	100	0	0	0	0	0	0	0	6.74E-05	0	0.000202265	0.000134844	0.001685545	0.005326318	0.02117045	0.068568	0.1681495	0.2284249	0.2343583	0.1687563	0.0788161	0.02009168	0.00424758
1985	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	5.20E-05	0.000311705	0.00135072	0.00493532	0.02613126	0.09081	0.1857234	0.22105	0.2136211	0.149203	0.0753285	0.02576755	0.00571458
1986	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.001191021	0.00458085	0.03041682	0.100962	0.166193	0.2188732	0.2183231	0.1511677	0.0790655	0.02382047	0.00540541
1987	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.002413513	0.010324468	0.01863771	0.0754894	0.1863766	0.2288815	0.2153393	0.1543311	0.0821936	0.02252612	0.003486185
1988	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.00274904	0.00655697	0.02184975	0.0728395	0.1607883	0.2005376	0.2102102	0.1661033	0.1072941	0.041256	0.00981511
1989	2	1	1	1	0	0	100	0	0	0	0	0	0	0	6.23E-05	0.000218007	0.000342583	0.001463768	0.002616093	0.006882809	0.026129722	0.08770124	0.19701647	0.21859907	0.17951344	0.14366726	0.08944532	0.035753259	0.010588944
1990	2	1	1	1	0	0	100	0	0	0	0	0	0	0	5.15E-05	0.000103034	0.000103034	0.000231828	0.001133378	0.002910724	0.01586732	0.06279941	0.1744109	0.2589513	0.22495006	0.1528253	0.07802274	0.023311551	0.00432744
1991	2	1	1	1	0	0	100	0	0	0	0	0	0	0	8.63E-06	6.04E-05	0.00044891	0.00164457	0.004307819	0.008853038	0.02823387	0.09598057	0.2194569	0.2354923	0.1873771	0.12119732	0.06490647	0.02451313	0.007519251
1992	2	1	1	1	0	0	100	0	0	0	0	0	7.89E-06	7.89E-06	4.34E-05	2.37E-05	0.00015788	0.000698619	0.002470822	0.006457291	0.016699756	0.045212881	0.118374468	0.188307408	0.239819701	0.206120218	0.120497953	0.04207107	0.013029046
1993	2	1	1	1	0	0	100	0	0	0	0	0	0	8.42E-06	8.42E-06	5.05E-05	0.000314196	0.000892093	0.002709943	0.005692003	0.017311658	0.052223921	0.134411513	0.198684303	0.222967192	0.185900439	0.114906092	0.047266913	0.016545804
1994	2	1	1	1	0	0	100	0	0	0	1.92E-05	0.00E+00	2.88E-05	9.61E-06	1.92E-05	8.65E-05	0.000874353	0.003045822	0.007542493	0.01305764	0.035877283	0.09651508	0.177272596	0.202455874	0.185968081	0.141452963	0.087531347	0.036232789	0.012010338
1995	2	1	1	1	0	0	100	0	0	0	0	0	0	1.03E-05	4.12E-05	0.000164673	0.000566065	0.002181923	0.007008913	0.017795023	0.04186822	0.106646631	0.194232313	0.212531648	0.187573331	0.12905251	0.069471604	0.023754143	0.007101542
1996	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	3.92E-05	0.000101795	0.000501143	0.001667867	0.005426442	0.02199549	0.095530429	0.253782065	0.262403295	0.18853165	0.104707614	0.046465374	0.014995145	0.003852539
1997	2	1	1	1	0	0	100	0	0	0	0	0	0	0	5.52E-06	2.21E-05	0.000127028	0.000347947	0.000624096	0.001855718	0.007384211	0.042593145	0.159243795	0.24536899	0.244010339	0.16949995	0.085804862	0.032944516	0.010167788
1998	2	1	1	1	0	0	100	0	0	0	0	0	0	0	1.98E-05	2.64E-05	9.23E-05	0.000210932	0.000665753	0.001885201	0.009050281	0.046866349	0.161856988	0.24725789	0.249070583	0.173946002	0.079672792	0.02394732	0.005431487
1999	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0.000104225	0.000173708	0.000173708	0.00045164	0.001042246	0.001424402	0.006600889	0.035332129	0.131079767	0.217204002	0.261916342	0.201153419	0.105892162	0.029912451	0.007538911
2000	2	1	1	1	0	0	100	0	0	0	0	0	0	0	3.36E-05	0	0.000100861	0.000537924	0.001412049	0.003227542	0.006959387	0.028039268	0.111350188	0.193618881	0.24408284	0.223305541	0.132228349	0.043437332	0.011666218
2001	2	1	1	1	0	0	100	0	0	0	0	0	0	3.42E-05	0	0.000102638	0.000239488	0.000821102	0.001779055	0.003968661	0.012658661	0.051489959	0.179581922	0.224058298	0.214581409	0.169318143	0.097642752	0.035204762	0.008518937
2002	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0.000104044	0.000762988	0.002393008	0.006866893	0.02441562	0.096240549	0.249601165	0.263092183	0.186966775	0.110876049	0.044149268	0.011965041	0.002566415
2003	2	1	1	1	0	0	100	0	0	0	0	0	0	0	3.62E-05	0.000108562	0.000180937	0.000289498	0.000434248	0.001447492	0.006658464	0.039227039	0.154375045	0.244915684	0.250379967	0.18318014	0.086921908	0.026416733	0.005428096
2004	2	1	1	1	0	0	100	0	0	0	0	0	0	0	4.47E-05	4.47E-05	0.000312723	0.000446748	0.000893495	0.002457112	0.008264832	0.030155468	0.096006076	0.17400822	0.228779485	0.225384203	0.150419943	0.064644389	0.018137956
2005	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	2.47E-05	2.47E-05	0.000271672	0.000469252	0.000815016	0.001679427	0.006643616	0.045023463	0.116448506	0.208742899	0.256483082	0.217238824	0.108273648	0.0378612
2006	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	2.90E-05	2.90E-05	5.79E-05	0.000753317	0.001535609	0.004809642	0.03569566	0.208524077	0.333429912	0.239497016	0.098365881	0.045633656	0.020310599	0.011328736
2007	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	4.01E-05	6.02E-05	0.000100281	0.000340955	0.001283594	0.004352186	0.037204172	0.210449258	0.322001604	0.234075411	0.116706779	0.054191737	0.015623746	0.003569996
2008	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	2.02E-05	0.00012118	0.000403934	0.000929049	0.005210753	0.038797891	0.184900935	0.284066811	0.23751338	0.141578979	0.075636701	0.025791206	0.005028982
